u_number,sex,race,age,high_school,full_part,city,stat_code,zip,pell_grant,camp_code,major,hours_attempted,hours_earned,mc_gpa,pass_engl,pass_math,term_year,summer1,fall,MCPS,HS_classify,hours_earned_rate,unearned_hours
20191758,M,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,Engineering Science,13,9,3,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191759,F,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,Y,T,General Studies,14,14,2,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191764,F,Multi-Race,< 18,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,R,General Studies,9,9,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191766,F,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,Y,T,General Studies,13,9,1.62,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191767,F,White,18 - 20,Wheaton High School,FT,Silver Spring,MD,20910,N,R,Health Sciences,11,8,2.27,Y,N,2020,N,Y,TRUE,MCPS,0.7272727272727273,3
20191768,F,Hispanic,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,Y,R,Business,10,4,3.25,N,N,2020,N,Y,TRUE,MCPS,0.4,6
20191773,F,Asian,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,18,12,1,N,Y,2020,N,Y,TRUE,MCPS,0.6666666666666666,6
20191774,F,Asian,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,R,Business,13,13,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191775,F,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,Y,R,Health Sciences,14,14,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191776,M,White,< 18,Clarksburg High School,PT,Germantown,MD,20876,N,G,Criminal Justice,12,6,0.5,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20191779,F,White,18 - 20,Rockville High School,FT,Rockville,MD,20853,N,R,General Studies,12,12,3.75,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191780,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,24,23,1.93,Y,Y,2020,N,Y,TRUE,MCPS,0.9583333333333334,1
20191781,F,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20852,Y,R,Architectural Technology,12,12,3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191782,M,Asian,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,General Studies,13,7,1.69,N,Y,2020,N,Y,TRUE,MCPS,0.5384615384615384,6
20191783,F,Hispanic,18 - 20,Walter Johnson High School,FT,Kensington,MD,20895,N,R,General Studies,13,13,3.46,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191784,M,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20852,Y,R,Computer Science,13,13,2.46,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191785,M,Hispanic,< 18,James Hubert Blake High School,FT,Silver Spring,MD,20901,N,T,Business,30,30,3.79,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191786,F,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,G,Communication,12,9,2,Y,N,2020,N,Y,TRUE,MCPS,0.75,3
20191787,F,White,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,Science,16,16,3.63,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191788,F,Asian,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20879,Y,T,Computer Applications,14,12,2.5,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191789,F,Hispanic,< 18,Springbrook Sr High School,FT,Silver Spring,MD,20903,Y,R,Science,15,3,0.3,N,N,2020,N,Y,TRUE,MCPS,0.2,12
20191790,M,Asian,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20902,Y,R,Graphic Design,15,13,2,Y,Y,2020,N,Y,TRUE,MCPS,0.8666666666666667,2
20191791,M,Hispanic,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,Y,T,General Studies,12,6,3,Y,N,2020,N,Y,TRUE,MCPS,0.5,6
20191792,F,Multi-Race,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20852,N,R,Business,16,14,1.79,Y,N,2020,N,Y,TRUE,MCPS,0.875,2
20191793,M,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20906,Y,R,General Studies,8,1,0.25,N,N,2020,N,Y,TRUE,MCPS,0.125,7
20191795,F,Hispanic,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,Y,G,General Studies,9,4,2.75,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20191796,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,T,Science,14,14,2.93,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191797,M,Hispanic,18 - 20,Quince Orchard Sr High School,FT,North Potomac,MD,20878,N,R,Engineering Science,35,32,1.33,N,Y,2020,N,Y,TRUE,MCPS,0.9142857142857143,3
20191798,M,Multi-Race,18 - 20,Sherwood High School,FT,Olney,MD,20832,N,R,General Studies,13,13,3.31,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191799,M,Asian,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,Y,G,Cybersecurity,12,12,3.5,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191802,M,Black / African Am.,18 - 20,Sherwood High School,FT,Silver Spring,MD,20904,Y,G,Engineering Science,13,3,2,N,N,2020,N,Y,TRUE,MCPS,0.23076923076923078,10
20191804,M,White,18 - 20,Clarksburg High School,PT,Damascus,MD,20872,N,G,Building Trade,4,4,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20191806,F,Unknown,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20903,Y,T,General Studies,10,1,0.75,N,N,2020,N,Y,TRUE,MCPS,0.1,9
20191807,M,Multi-Race,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,N,R,General Studies,9,3,1,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20191808,F,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Montgomery Village,MD,20886,Y,R,General Studies,11,3,4,N,N,2020,N,Y,TRUE,MCPS,0.2727272727272727,8
20191809,F,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,Business,16,16,3.31,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191812,F,White,18 - 20,Sherwood High School,PT,Olney,MD,20832,N,G,Photography,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20191813,F,White,< 18,Wheaton High School,FT,Silver Spring,MD,20906,N,R,Engineering Science,25,22,4,N,Y,2020,N,Y,TRUE,MCPS,0.88,3
20191814,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Burtonsville,MD,20866,N,R,"Health Enhancement, Exercise Science, and
Physical Education",14,14,1.29,N,N,2020,N,Y,TRUE,MCPS,1,0
20191815,M,Asian,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,Computer Science,13,6,0.6,N,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20191816,M,Black / African Am.,18 - 20,Walt Whitman High School,PT,Bethesda,MD,20817,Y,R,General Studies,9,9,1.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191819,F,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,General Studies,15,3,0.69,N,N,2020,N,Y,TRUE,MCPS,0.2,12
20191820,F,White,18 - 20,Thomas Sprigg Wootton High Sch,PT,Clarksburg,MD,20871,N,G,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20191821,F,Black / African Am.,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,N,R,Business,14,0,0,N,N,2020,N,Y,TRUE,MCPS,0,14
20191823,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20903,Y,T,Computer Science,13,9,1.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191829,M,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,T,General Studies,13,9,2.67,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191830,F,Hispanic,18 - 20,Northwood High School,PT,Silver Spring,MD,20902,N,T,Science,6,6,3.5,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191831,M,Asian,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,N,R,Business,7,3,0.86,N,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,4
20191832,F,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,Y,T,General Studies,13,13,2.77,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191834,M,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Art,15,15,3.33,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191835,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20906,Y,R,Engineering Science,41,41,3.79,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191836,F,Multi-Race,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,N,R,Health Sciences,20,20,3.79,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191837,F,Hispanic,18 - 20,Watkins Mill High School,PT,Gaithersburg,MD,20882,Y,G,General Studies,8,0,0,N,N,2020,N,Y,TRUE,MCPS,0,8
20191839,M,Foreign,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,N,T,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20191841,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,Business,21,18,2,Y,N,2020,N,Y,TRUE,MCPS,0.8571428571428571,3
20191844,M,White,18 - 20,Thomas Sprigg Wootton High Sch,PT,Rockville,MD,20850,N,R,General Studies,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20191845,F,White,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,N,R,Criminal Justice,5,5,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191846,F,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20876,Y,G,General Studies,14,12,2,Y,N,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191848,M,White,18 - 20,Rockville High School,FT,Silver Spring,MD,20902,Y,R,Business,15,9,2,Y,N,2020,N,Y,TRUE,MCPS,0.6,6
20191851,F,Black / African Am.,< 18,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,Y,G,Business,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191852,F,Black / African Am.,< 18,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,Business,3,3,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191853,F,Foreign,18 - 20,Wheaton High School,FT,Rockville,MD,20853,N,R,Education,12,7,3.57,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191854,0,Hispanic,18 - 20,Richard Montgomery High School,PT,Derwood,MD,20855,N,R,Criminal Justice,6,3,1.5,Y,N,2020,N,Y,TRUE,MCPS,0.5,3
20191855,F,Foreign,< 18,Springbrook Sr High School,FT,Silver Spring,MD,20905,N,R,Health Sciences,7,7,2.29,N,N,2020,N,Y,TRUE,MCPS,1,0
20191857,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20191858,M,Hispanic,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,Y,T,Health Sciences,11,7,2,Y,N,2020,N,Y,TRUE,MCPS,0.6363636363636364,4
20191859,M,Foreign,18 - 20,Richard Montgomery High School,PT,Gaithersburg,MD,20879,N,R,Business,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20191861,F,Foreign,18 - 20,Quince Orchard Sr High School,PT,Germantown,MD,20876,N,R,Business,3,3,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191862,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20877,Y,G,General Studies,12,9,1.75,N,N,2020,N,Y,TRUE,MCPS,0.75,3
20191865,F,Hispanic,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,Y,G,Science,22,17,3.3,Y,N,2020,N,Y,TRUE,MCPS,0.7727272727272727,5
20191866,M,Hispanic,18 - 20,Seneca Valley High School,PT,Germantown,MD,20876,Y,G,Business,9,9,2,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191867,M,White,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,Y,G,General Studies,11,7,3.14,Y,N,2020,N,Y,TRUE,MCPS,0.6363636363636364,4
20191871,F,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,FT,Aspen Hill,MD,20906,Y,R,General Studies,12,7,3.43,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191872,M,Black / African Am.,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,N,G,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191874,M,Hispanic,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,Y,G,Education,12,10,2.3,N,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,2
20191875,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20903,Y,T,General Studies,14,12,2.75,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191877,F,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,Y,T,General Studies,19,19,2.8,N,N,2020,N,Y,TRUE,MCPS,1,0
20191880,M,Black / African Am.,18 - 20,Clarksburg High School,FT,Germantown,MD,20874,Y,G,General Studies,12,3,1,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191882,F,Black / African Am.,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20879,N,R,Business,8,2,2,N,N,2020,N,Y,TRUE,MCPS,0.25,6
20191884,M,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,13,9,3.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191887,F,Black / African Am.,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,Y,T,Engineering Science,6,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.5,3
20191888,M,Hispanic,18 - 20,Poolesville Jr-Sr High School,FT,Poolesville,MD,20837,Y,G,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20191889,M,Foreign,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20905,N,T,Computer Science,23,19,1.08,N,Y,2020,N,Y,TRUE,MCPS,0.8260869565217391,4
20191890,M,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,Communication,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191891,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,Y,T,Graphic Design,12,9,2.5,N,Y,2020,N,Y,TRUE,MCPS,0.75,3
20191892,F,Black / African Am.,18 - 20,Wheaton High School,FT,Rockville,MD,20853,Y,R,General Studies,16,11,3.27,Y,Y,2020,N,Y,TRUE,MCPS,0.6875,5
20191893,M,Black / African Am.,18 - 20,Rockville High School,PT,Rockville,MD,20853,Y,R,Art,9,9,2.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191898,M,Hispanic,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Computer Science,30,30,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191899,M,Multi-Race,18 - 20,Damascus High School,FT,Damascus,MD,20872,Y,G,Computer Science,22,22,3.75,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191903,F,Foreign,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,N,R,Communication,20,20,3.71,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191904,M,Hispanic,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191905,M,Foreign,18 - 20,Rockville High School,PT,Silver Spring,MD,20906,N,R,Engineering Science,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20191906,F,Black / African Am.,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,N,G,Business,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20191908,M,Black / African Am.,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,N,G,Computer Science,13,6,1,N,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20191913,F,White,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,Y,G,General Studies,6,6,3.5,N,N,2020,N,Y,TRUE,MCPS,1,0
20191914,M,Black / African Am.,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20904,N,T,Graphic Design,9,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191915,F,Hispanic,18 - 20,Damascus High School,PT,Clarksburg,MD,20871,N,G,Business,9,9,2.67,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191918,F,Hispanic,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,Y,T,General Studies,13,9,3.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191919,M,Hispanic,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,General Studies,23,23,3.79,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191921,F,White,18 - 20,Damascus High School,PT,Gaithersburg,MD,20882,N,G,Business,19,10,0,N,N,2020,N,Y,TRUE,MCPS,0.5263157894736842,9
20191922,M,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,Y,R,General Studies,15,9,1.2,N,Y,2020,N,Y,TRUE,MCPS,0.6,6
20191923,M,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20901,Y,R,Business,10,4,4,Y,N,2020,N,Y,TRUE,MCPS,0.4,6
20191926,M,Hispanic,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,Y,G,Engineering Science,23,23,3.29,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191928,M,Multi-Race,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,Computer Science,44,44,4,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191929,F,Hispanic,18 - 20,Wheaton High School,FT,Rockville,MD,20853,Y,R,Criminal Justice,13,4,2,N,N,2020,N,Y,TRUE,MCPS,0.3076923076923077,9
20191930,F,Black / African Am.,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Business,12,7,3,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191931,F,White,18 - 20,Northwest HS - Germantown,FT,Boyds,MD,20841,Y,NA,General Studies,19,19,3.25,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191934,M,Hispanic,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,Business,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191935,M,Black / African Am.,< 18,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,Y,R,Business,10,6,3.5,N,N,2020,N,Y,TRUE,MCPS,0.6,4
20191936,F,White,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20882,N,R,General Studies,12,9,1.5,N,N,2020,N,Y,TRUE,MCPS,0.75,3
20191937,M,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20879,N,G,General Studies,17,9,1.15,Y,N,2020,N,Y,TRUE,MCPS,0.5294117647058824,8
20191940,M,Hispanic,< 18,Walter Johnson High School,FT,Bethesda,MD,20817,N,R,General Studies,14,6,1.75,Y,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,8
20191941,M,Am. Indian / AK Native,< 18,Montgomery Blair High School,FT,Takoma Park,MD,20901,Y,T,Art,17,14,2.35,N,N,2020,N,Y,TRUE,MCPS,0.8235294117647058,3
20191944,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,Engineering Science,14,10,4,Y,Y,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20191945,M,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20905,Y,R,Education,16,14,3.57,Y,Y,2020,N,Y,TRUE,MCPS,0.875,2
20191946,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,N,T,Criminal Justice,9,3,2,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20191948,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,R,General Studies,19,9,4,N,N,2020,N,Y,TRUE,MCPS,0.47368421052631576,10
20191949,M,Unknown,18 - 20,Wheaton High School,FT,Rockville,MD,20853,Y,R,General Studies,12,4,2.25,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,8
20191954,M,Black / African Am.,18 - 20,Seneca Valley High School,PT,Germantown,MD,20876,Y,G,General Studies,4,1,1,N,N,2020,N,Y,TRUE,MCPS,0.25,3
20191955,M,Black / African Am.,18 - 20,Montgomery Blair High School,PT,Takoma Park,MD,20912,N,T,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20191956,M,White,18 - 20,Poolesville Jr-Sr High School,FT,Poolesville,MD,20837,N,G,General Studies,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20191957,F,Multi-Race,18 - 20,Bethesda Chevy Chase High Schl,PT,Silver Spring,MD,20910,Y,R,General Studies,4,4,3.5,N,N,2020,N,Y,TRUE,MCPS,1,0
20191958,F,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,R,Health Sciences,12,6,2.5,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20191959,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Rockville,MD,20853,N,R,General Studies,8,6,3,N,Y,2020,N,Y,TRUE,MCPS,0.75,2
20191960,M,White,18 - 20,Poolesville Jr-Sr High School,FT,Gaithersburg,MD,20879,Y,G,General Studies,12,12,3.75,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191961,M,Black / African Am.,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,Y,R,General Studies,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191962,M,Hispanic,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,Computer Gaming and Simulation,3,3,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191963,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Rockville,MD,20850,Y,R,Engineering Science,4,0,0,N,N,2020,N,Y,TRUE,MCPS,0,4
20191964,M,Hispanic,18 - 20,Sherwood High School,FT,Ashton,MD,20861,Y,R,Engineering Science,15,6,3.5,N,N,2020,N,Y,TRUE,MCPS,0.4,9
20191965,M,White,18 - 20,Walter Johnson High School,PT,Kensington,MD,20895,N,R,Applied Geography,8,4,3,Y,N,2020,N,Y,TRUE,MCPS,0.5,4
20191969,M,White,18 - 20,Poolesville Jr-Sr High School,FT,Poolesville,MD,20837,N,G,General Studies,12,12,1.75,N,N,2020,N,Y,TRUE,MCPS,1,0
20191971,F,Hispanic,18 - 20,Sherwood High School,FT,Olney,MD,20832,Y,R,General Studies,15,3,1,N,N,2020,N,Y,TRUE,MCPS,0.2,12
20191973,M,Asian,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20905,N,R,Engineering Science,13,13,2.23,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191974,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,Y,T,General Studies,12,10,3.2,N,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,2
20191977,F,White,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,General Studies,11,8,2.27,N,Y,2020,N,Y,TRUE,MCPS,0.7272727272727273,3
20191978,F,Multi-Race,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,Y,R,General Studies,14,12,2.75,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191980,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20882,Y,G,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20191983,M,Foreign,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20879,N,R,Business,16,12,2.75,Y,N,2020,N,Y,TRUE,MCPS,0.75,4
20191984,F,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,Graphic Design,12,3,0.86,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191986,M,Black / African Am.,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,14,12,3.25,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191988,M,Black / African Am.,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20879,Y,G,Science,14,6,1.5,Y,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,8
20191992,F,Asian,< 18,Gaithersburg High School,FT,Gaithersburg,MD,20878,N,G,General Studies,16,10,3.3,Y,N,2020,N,Y,TRUE,MCPS,0.625,6
20191994,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,Science,14,14,2.64,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191996,F,Hispanic,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,Y,R,Education,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191997,F,Asian,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,Y,G,Business,2,1,4,N,N,2020,N,Y,TRUE,MCPS,0.5,1
20191998,F,Hispanic,18 - 20,Sherwood High School,FT,Brookeville,MD,20833,N,R,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20192000,M,White,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,G,Engineering Science,41,31,0.69,N,N,2020,N,Y,TRUE,MCPS,0.7560975609756098,10
20192002,F,Asian,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20850,N,G,Business,10,6,3.5,Y,N,2020,N,Y,TRUE,MCPS,0.6,4
20192005,F,White,18 - 20,Walter Johnson High School,FT,Damascus,MD,20872,Y,G,General Studies,12,5,2.8,N,N,2020,N,Y,TRUE,MCPS,0.4166666666666667,7
20192006,M,Black / African Am.,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,NA,General Studies,12,6,3.5,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20192007,M,Asian,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,N,R,General Studies,12,10,2.5,Y,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,2
20192009,F,White,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,N,R,Engineering Science,11,10,2.2,Y,N,2020,N,Y,TRUE,MCPS,0.9090909090909091,1
20192010,F,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20902,Y,R,General Studies,7,7,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20192013,M,Hispanic,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,N,T,Science,12,12,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
