u_number,sex,race,age,high_school,full_part,city,stat_code,zip,pell_grant,camp_code,major,hours_attempted,hours_earned,mc_gpa,pass_engl,pass_math,term_year,summer1,fall,MCPS,HS_classify,hours_earned_rate,unearned_hours
20191526,F,Hispanic,18 - 20,Northwood High School,FT,Silver Spring,MD,20910,Y,R,Health Sciences,13,9,1.15,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191527,F,Foreign,18 - 20,Gaithersburg High School,PT,Montgomery Village,MD,20886,N,G,General Studies,6,6,2.5,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191528,F,White,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,N,G,General Studies,15,15,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191530,F,Hispanic,18 - 20,Rockville High School,PT,Silver Spring,MD,20906,N,R,Science,10,4,0.9,N,N,2020,N,Y,TRUE,MCPS,0.4,6
20191531,F,White,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,Y,R,Education,13,9,3.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191533,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Derwood,MD,20855,N,R,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20191534,M,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,Y,R,Criminal Justice,12,12,2.5,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191535,M,Hispanic,18 - 20,Northwest HS - Germantown,FT,Clarksburg,MD,20871,N,R,Engineering Science,25,25,3.54,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191536,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,Y,R,Engineering Science,14,13,2.92,Y,Y,2020,N,Y,TRUE,MCPS,0.9285714285714286,1
20191537,F,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20904,N,T,Education,9,9,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191538,F,White,18 - 20,Clarksburg High School,FT,Boyds,MD,20841,N,G,General Studies,23,23,3.77,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191540,F,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,Y,T,General Studies,12,7,2,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191542,M,Hispanic,18 - 20,Richard Montgomery High School,PT,Gaithersburg,MD,20878,Y,R,General Studies,9,3,4,Y,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20191543,N,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,Y,T,Building Trade,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20191545,M,White,18 - 20,Colonel Zadok Magruder HS,PT,Olney,MD,20832,N,R,Architectural Technology,1,0,0,N,N,2020,N,Y,TRUE,MCPS,0,1
20191547,M,Hispanic,18 - 20,Damascus High School,PT,Damascus,MD,20872,N,G,Criminal Justice,10,7,1.5,Y,N,2020,N,Y,TRUE,MCPS,0.7,3
20191548,M,Black / African Am.,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20901,Y,T,Computer Science,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191550,F,Black / African Am.,< 18,Montgomery Blair High School,PT,Silver Spring,MD,20910,N,T,Education,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20191553,F,Hispanic,18 - 20,Northwood High School,PT,Silver Spring,MD,20902,N,R,General Studies,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191554,M,Black / African Am.,< 18,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,Computer Science,15,6,1.33,Y,N,2020,N,Y,TRUE,MCPS,0.4,9
20191555,F,Unknown,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,General Studies,9,6,2.33,N,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,3
20191557,N,Black / African Am.,18 - 20,Winston Churchill High School,FT,Bethesda,MD,20817,N,R,General Studies,12,3,0.33,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191558,M,Foreign,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20877,N,R,Construction Management,12,12,3,N,Y,2020,N,Y,TRUE,MCPS,1,0
20191561,M,Asian,18 - 20,Sherwood High School,PT,Olney,MD,20832,Y,R,General Studies,11,6,3,N,N,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20191562,M,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,"Health Enhancement, Exercise Science, and
Physical Education",15,15,2.4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191563,N,Hispanic,18 - 20,Walter Johnson High School,FT,Montgomery Village,MD,20886,Y,R,Engineering Science,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191568,F,Asian,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,Y,R,Health Sciences,12,12,2.25,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191571,F,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,General Studies,14,11,1.86,N,Y,2020,N,Y,TRUE,MCPS,0.7857142857142857,3
20191572,F,Black / African Am.,18 - 20,Northwood High School,PT,Silver Spring,MD,20906,Y,R,General Studies,11,6,2.5,N,N,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20191573,M,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,General Studies,14,14,3.71,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191574,M,Multi-Race,18 - 20,Clarksburg High School,PT,Clarksburg,MD,20871,N,G,Cybersecurity,10,10,3.2,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191575,M,Foreign,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20877,N,G,Business,10,7,3.43,N,Y,2020,N,Y,TRUE,MCPS,0.7,3
20191577,F,White,18 - 20,Quince Orchard Sr High School,FT,Germantown,MD,20874,Y,G,Science,12,3,2,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191578,F,Hispanic,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20851,Y,R,Science,12,12,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20191579,F,Hispanic,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,Y,G,Education,13,13,3.46,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191581,F,Asian,< 18,Northwest HS - Germantown,FT,Germantown,MD,20874,N,R,Business,16,16,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191582,M,Black / African Am.,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20905,Y,T,Computer Science,3,3,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20191583,M,White,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,G,Business,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191585,M,Black / African Am.,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,N,R,Computer Science,11,3,0.75,N,N,2020,N,Y,TRUE,MCPS,0.2727272727272727,8
20191586,M,White,< 18,Walter Johnson High School,FT,Rockville,MD,20852,Y,NA,General Studies,26,26,3.12,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191588,M,Black / African Am.,< 18,John F. Kennedy High School,FT,Silver Spring,MD,20904,Y,R,Computer Science,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20191591,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20886,Y,G,General Studies,10,3,2,N,N,2020,N,Y,TRUE,MCPS,0.3,7
20191592,M,Asian,18 - 20,Rockville High School,PT,Silver Spring,MD,20906,Y,R,General Studies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20191593,M,White,18 - 20,Albert Einstein HS & MC Art Cn,FT,Kensington,MD,20895,Y,R,Communication,15,15,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191594,F,Black / African Am.,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,Y,G,General Studies,1,1,2,N,N,2020,N,Y,TRUE,MCPS,1,0
20191595,F,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20906,N,R,Health Sciences,9,3,4,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20191597,M,Black / African Am.,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,Y,R,Cybersecurity,13,10,2.38,N,Y,2020,N,Y,TRUE,MCPS,0.7692307692307693,3
20191598,F,Asian,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20904,N,T,General Studies,35,31,4,N,N,2020,N,Y,TRUE,MCPS,0.8857142857142857,4
20191599,M,Black / African Am.,< 18,James Hubert Blake High School,FT,Silver Spring,MD,20905,Y,T,General Studies,12,9,2.25,Y,N,2020,N,Y,TRUE,MCPS,0.75,3
20191600,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,T,Communication,12,12,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20191602,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20876,Y,G,Business,12,7,3.29,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191603,F,Hispanic,< 18,Colonel Zadok Magruder HS,FT,Rockville,MD,20853,Y,R,General Studies,12,3,1,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191604,M,Asian,18 - 20,Winston Churchill High School,PT,North Potomac,MD,20878,N,R,Computer Applications,8,6,3,Y,Y,2020,N,Y,TRUE,MCPS,0.75,2
20191605,F,Unknown,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,R,General Studies,9,9,3.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191606,M,Multi-Race,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,General Studies,15,15,2.25,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191607,F,Black / African Am.,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Graphic Design,16,13,2.69,Y,N,2020,N,Y,TRUE,MCPS,0.8125,3
20191608,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,General Studies,14,3,0.3,N,N,2020,N,Y,TRUE,MCPS,0.21428571428571427,11
20191609,F,Hispanic,18 - 20,Montgomery Blair High School,FT,Burtonsville,MD,20866,Y,T,General Studies,12,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191610,F,White,18 - 20,Poolesville Jr-Sr High School,FT,Boyds,MD,20841,N,G,General Studies,14,14,3.79,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191611,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,R,General Studies,14,10,3.7,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20191612,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20877,Y,R,Health Sciences,4,4,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191613,M,Asian,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,Y,R,Engineering Science,14,3,1,N,N,2020,N,Y,TRUE,MCPS,0.21428571428571427,11
20191614,F,Asian,18 - 20,Wheaton High School,PT,Silver Spring,MD,20906,N,R,General Studies,9,4,4,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20191616,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,R,General Studies,11,6,1,N,Y,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20191620,F,Asian,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,R,General Studies,27,27,3.53,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191627,M,Black / African Am.,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,N,R,Computer Science,20,19,2.92,Y,Y,2020,N,Y,TRUE,MCPS,0.95,1
20191628,F,White,18 - 20,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,N,R,General Studies,15,15,2.6,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191629,F,Black / African Am.,18 - 20,Clarksburg High School,PT,Germantown,MD,20874,N,G,General Studies,9,6,1.67,Y,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,3
20191631,F,Hispanic,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20877,N,R,General Studies,12,12,2.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191635,M,Hispanic,18 - 20,Rockville High School,PT,Silver Spring,MD,20906,Y,R,Computer Science,17,6,0,N,N,2020,N,Y,TRUE,MCPS,0.35294117647058826,11
20191636,M,White,18 - 20,Damascus High School,FT,Damascus,MD,20872,N,G,General Studies,11,11,2.73,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191637,M,Foreign,18 - 20,Northwest HS - Germantown,PT,Gaithersburg,MD,20878,N,G,Health Sciences,6,3,1.5,Y,N,2020,N,Y,TRUE,MCPS,0.5,3
20191638,F,Asian,18 - 20,Walter Johnson High School,FT,Kensington,MD,20895,Y,R,Criminal Justice,8,4,2,N,N,2020,N,Y,TRUE,MCPS,0.5,4
20191639,M,White,18 - 20,Rockville High School,PT,Rockville,MD,20853,Y,R,Computer Gaming and Simulation,10,5,3,N,N,2020,N,Y,TRUE,MCPS,0.5,5
20191640,F,White,18 - 20,Northwood High School,PT,Silver Spring,MD,20902,Y,R,Science,6,6,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191641,N,Black / African Am.,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,General Studies,16,11,2.29,N,Y,2020,N,Y,TRUE,MCPS,0.6875,5
20191643,M,Hispanic,18 - 20,John F. Kennedy High School,PT,Laurel,MD,20724,Y,R,Education,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20191644,M,White,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,T,General Studies,10,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.3,7
20191647,F,White,18 - 20,Colonel Zadok Magruder HS,PT,Derwood,MD,20855,N,R,General Studies,7,7,3.57,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191648,M,Black / African Am.,< 18,Watkins Mill High School,PT,Gaithersburg,MD,20879,Y,G,Computer Science,12,3,3,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191650,F,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,T,General Studies,18,3,1,N,N,2020,N,Y,TRUE,MCPS,0.16666666666666666,15
20191652,M,Foreign,< 18,Bethesda Chevy Chase High Schl,FT,Chevy Chase,MD,20815,N,T,Science,15,15,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191653,F,Hispanic,18 - 20,Quince Orchard Sr High School,FT,Montgomery Village,MD,20886,Y,G,"Health Enhancement, Exercise Science, and
Physical Education",15,3,2,Y,N,2020,N,Y,TRUE,MCPS,0.2,12
20191654,F,White,18 - 20,Clarksburg High School,PT,Clarksburg,MD,20871,N,G,General Studies,8,4,1.63,Y,N,2020,N,Y,TRUE,MCPS,0.5,4
20191655,M,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,G,General Studies,7,0,0,N,N,2020,N,Y,TRUE,MCPS,0,7
20191656,F,Foreign,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,R,General Studies,11,11,3.09,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191657,M,Asian,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20906,Y,R,General Studies,8,6,3,Y,N,2020,N,Y,TRUE,MCPS,0.75,2
20191659,M,White,18 - 20,Northwest HS - Germantown,PT,Boyds,MD,20841,N,G,General Studies,11,1,0.25,N,N,2020,N,Y,TRUE,MCPS,0.09090909090909091,10
20191660,F,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,Y,T,Science,10,6,4,Y,N,2020,N,Y,TRUE,MCPS,0.6,4
20191661,M,Hispanic,< 18,Wheaton High School,FT,Silver Spring,MD,20906,Y,R,Computer Science,13,9,1.67,N,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191662,M,Black / African Am.,18 - 20,Paint Branch High School,PT,Burtonsville,MD,20866,N,R,Graphic Design,6,3,2,N,N,2020,N,Y,TRUE,MCPS,0.5,3
20191663,M,White,< 18,Damascus High School,FT,Laytonsville,MD,20882,N,G,General Studies,38,38,3.6,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191664,F,Multi-Race,18 - 20,Wheaton High School,PT,Rockville,MD,20853,Y,R,Business,9,3,2,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20191665,M,Hispanic,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,N,R,General Studies,10,1,0.25,N,N,2020,N,Y,TRUE,MCPS,0.1,9
20191666,M,Black / African Am.,18 - 20,Damascus High School,FT,Clarksburg,MD,20871,Y,G,Cybersecurity,12,3,1.5,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191667,F,Hispanic,< 18,Northwood High School,FT,Silver Spring,MD,20901,Y,T,General Studies,15,8,2.63,N,N,2020,N,Y,TRUE,MCPS,0.5333333333333333,7
20191668,F,Multi-Race,< 18,Northwood High School,PT,Silver Spring,MD,20902,Y,T,General Studies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20191669,F,White,18 - 20,Poolesville Jr-Sr High School,FT,Derwood,MD,20855,N,R,Computer Science,46,46,3.63,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191670,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,Business,16,12,1.75,N,N,2020,N,Y,TRUE,MCPS,0.75,4
20191671,M,Hispanic,< 18,Springbrook Sr High School,PT,Silver Spring,MD,20903,N,R,Criminal Justice,6,6,3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191673,F,White,18 - 20,Sherwood High School,PT,Olney,MD,20832,N,R,Education,3,3,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20191674,F,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,G,Criminal Justice,15,15,1.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191676,F,Hispanic,18 - 20,Northwest HS - Germantown,FT,Gaithersburg,MD,20882,N,G,Paralegal Studies,12,12,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191677,M,Asian,18 - 20,Winston Churchill High School,FT,Montgomery Village,MD,20886,Y,R,Computer Science,27,27,3.63,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191679,F,Hispanic,18 - 20,Northwood High School,FT,Silver Spring,MD,20906,Y,R,General Studies,14,14,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191680,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,North Potomac,MD,20878,Y,G,Criminal Justice,11,3,0,N,N,2020,N,Y,TRUE,MCPS,0.2727272727272727,8
20191686,F,Hispanic,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,General Studies,12,3,2,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191687,F,White,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,General Studies,12,9,3,N,N,2020,N,Y,TRUE,MCPS,0.75,3
20191689,M,White,< 18,Thomas Sprigg Wootton High Sch,FT,Rockville,MD,20850,N,R,General Studies,13,7,1.38,Y,N,2020,N,Y,TRUE,MCPS,0.5384615384615384,6
20191690,F,Hispanic,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,Y,R,General Studies,12,2,3,N,N,2020,N,Y,TRUE,MCPS,0.16666666666666666,10
20191693,M,Black / African Am.,18 - 20,Sherwood High School,FT,Rockville,MD,20852,Y,R,General Studies,14,14,3.71,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191694,F,Black / African Am.,18 - 20,Sherwood High School,FT,Silver Spring,MD,20904,Y,T,Engineering Science,10,10,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191696,F,Foreign,18 - 20,Walt Whitman High School,FT,Bethesda,MD,20816,N,R,Science,14,10,1.9,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20191697,F,Hispanic,18 - 20,John F. Kennedy High School,PT,Gaithersburg,MD,20877,Y,R,Criminal Justice,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191698,M,Black / African Am.,18 - 20,Walter Johnson High School,FT,Silver Spring,MD,20910,Y,T,Graphic Design,13,13,3.46,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191700,F,White,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,N,G,General Studies,14,0,0,N,N,2020,N,Y,TRUE,MCPS,0,14
20191701,F,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20904,N,G,Business,16,16,3.5,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191702,F,White,< 18,Walter Johnson High School,FT,Kensington,MD,20895,N,R,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191703,F,White,18 - 20,Damascus High School,FT,Damascus,MD,20872,N,G,"Health Enhancement, Exercise Science, and
Physical Education",13,13,3.15,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191704,F,Black / African Am.,< 18,Springbrook Sr High School,FT,Silver Spring,MD,20905,Y,R,Science,22,22,3.71,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191705,M,Hispanic,18 - 20,Sherwood High School,PT,Brookeville,MD,20833,N,G,Business,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20191707,M,Hispanic,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,General Studies,7,0,0,N,N,2020,N,Y,TRUE,MCPS,0,7
20191710,F,White,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20910,N,T,General Studies,9,6,2.67,Y,Y,2020,N,Y,TRUE,MCPS,0.6666666666666666,3
20191711,F,White,18 - 20,Thomas Sprigg Wootton High Sch,FT,Gaithersburg,MD,20878,Y,R,Science,13,13,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191713,F,Hispanic,18 - 20,Northwood High School,FT,Silver Spring,MD,20906,Y,T,General Studies,21,21,3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191714,F,Black / African Am.,18 - 20,Northwood High School,FT,Rockville,MD,20853,Y,R,Health Sciences,14,12,3.25,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20191715,F,Multi-Race,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,T,Health Sciences,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20191716,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,G,Criminal Justice,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20191717,F,Multi-Race,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20905,Y,R,Communication,21,21,2.73,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191718,F,Multi-Race,18 - 20,Rockville High School,PT,Olney,MD,20832,Y,R,General Studies,7,1,1,N,N,2020,N,Y,TRUE,MCPS,0.14285714285714285,6
20191719,F,White,18 - 20,Sherwood High School,PT,Olney,MD,20832,N,R,General Studies,9,9,3.33,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20191721,M,Multi-Race,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,General Studies,13,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191722,N,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20906,N,G,Science,8,3,3,N,N,2020,N,Y,TRUE,MCPS,0.375,5
20191723,M,Hispanic,18 - 20,Wheaton High School,PT,Rockville,MD,20853,Y,R,Broadcast Media,8,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.375,5
20191724,F,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,Y,R,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20191725,F,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20901,N,R,Business,12,3,0.86,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20191726,M,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20903,N,T,"Health Enhancement, Exercise Science, and
Physical Education",12,9,1.25,N,Y,2020,N,Y,TRUE,MCPS,0.75,3
20191728,M,Hispanic,18 - 20,Springbrook Sr High School,PT,Silver Spring,MD,20904,Y,T,Criminal Justice,18,18,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191731,F,Hispanic,18 - 20,Gaithersburg High School,FT,Boyds,MD,20841,N,R,General Studies,11,7,3.14,N,N,2020,N,Y,TRUE,MCPS,0.6363636363636364,4
20191733,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,Y,R,Health Sciences,13,9,2.67,N,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20191736,M,White,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20901,N,T,Engineering Science,11,3,4,Y,N,2020,N,Y,TRUE,MCPS,0.2727272727272727,8
20191737,M,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20902,Y,R,General Studies,12,7,3,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20191738,M,Hispanic,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20877,Y,G,Science,7,1,2,N,N,2020,N,Y,TRUE,MCPS,0.14285714285714285,6
20191742,F,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,Y,R,Science,21,18,3.5,N,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,3
20191743,M,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,G,General Studies,17,11,3.73,Y,N,2020,N,Y,TRUE,MCPS,0.6470588235294118,6
20191744,F,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20906,Y,R,General Studies,8,0,0,N,N,2020,N,Y,TRUE,MCPS,0,8
20191745,F,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,Computer Science,13,10,1.69,N,N,2020,N,Y,TRUE,MCPS,0.7692307692307693,3
20191746,M,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,N,R,Computer Science,19,16,2.31,N,Y,2020,N,Y,TRUE,MCPS,0.8421052631578947,3
20191747,F,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,General Studies,14,10,3,N,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20191749,M,Black / African Am.,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,Y,G,Business,10,6,1.5,Y,N,2020,N,Y,TRUE,MCPS,0.6,4
20191750,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20905,Y,R,General Studies,12,9,1.5,N,N,2020,N,Y,TRUE,MCPS,0.75,3
20191751,M,Hispanic,18 - 20,Montgomery Blair High School,PT,Takoma Park,MD,20912,N,T,Business,10,5,3,N,N,2020,N,Y,TRUE,MCPS,0.5,5
20191752,M,Multi-Race,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,N,T,Criminal Justice,9,9,3,Y,N,2020,N,Y,TRUE,MCPS,1,0
20191755,M,White,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,Business,14,3,3,N,N,2020,N,Y,TRUE,MCPS,0.21428571428571427,11
