"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"3527","20193694","M","Black / African Am.","18 - 20","Colonel Zadok Magruder HS","PT","Derwood","MD","20855","Y","R","Health Sciences",9,0,0,"N","N","2020","N","Y"
"3528","20193695","F","Hispanic","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","General Studies",13,4,1.14,"N","N","2020","N","Y"
"3529","20193696","M","White","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","Science",16,9,1.8,"Y","N","2020","N","Y"
"3530","20193697","M","Hispanic","18 - 20","Out of State High School","PT","Washington","DC","20003","Y","T","Science",9,3,1,"N","N","2020","N","Y"
"3531","20193699","M","Asian","< 18","Wheaton High School","FT","Rockville","MD","20853","N","R","General Studies",16,16,4,"Y","N","2020","N","Y"
"3532","20193700","M","Black / African Am.","21 - 24","G. E. D.","PT","Rockville","MD","20850","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"3533","20193701","M","Multi-Race","< 18","Bethesda Chevy Chase High Schl","FT","Silver Spring","MD","20910","N","R","Network and Wireless Technologies",12,3,0.3,"N","N","2020","N","Y"
"3534","20193702","M","Black / African Am.","18 - 20","Colonel Zadok Magruder HS","FT","Derwood","MD","20855","Y","G","General Studies",13,7,2,"N","N","2020","N","Y"
"3535","20193703","F","White","30 +","Rockville High School","PT","Rockville","MD","20853","N","R","General Studies",3,3,4,"N","N","2020","N","Y"
"3536","20193704","F","Black / African Am.","18 - 20","G. E. D.","PT","Hyattsville","MD","20785","N","T","Science",3,0,0,"N","N","2020","N","Y"
"3537","20193705","M","Foreign","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","N","R","Health Enhancement, Exercise Science, and
Physical Education",11,1,0.29,"N","N","2020","N","Y"
"3538","20193706","F","White","18 - 20","Out of State High School","PT","Damascus","MD","20872","Y","G","General Studies",8,3,4,"N","N","2020","N","Y"
"3539","20193707","F","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","Y","R","General Studies",14,12,2,"Y","Y","2020","N","Y"
"3540","20193709","M","Hispanic","18 - 20","High Point Sr High School","PT","Hyattsville","MD","20783","Y","R","General Studies",9,4,3,"N","N","2020","N","Y"
"3541","20193711","M","Black / African Am.","18 - 20","DISTRICT OF COLUMBIA HS","PT","Derwood","MD","20855","N","R","Graphic Design",3,0,0,"N","N","2020","N","Y"
"3542","20193713","F","Am. Indian / AK Native","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","Y","R","General Studies",36,36,4,"Y","Y","2020","N","Y"
"3543","20193714","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Montgomery Village","MD","20886","Y","G","General Studies",14,10,3.2,"Y","Y","2020","N","Y"
"3544","20193715","F","Asian","21 - 24","Unknown","PT","Rockville","MD","20850","N","R","General Studies",3,3,4,"N","N","2020","N","Y"
"3545","20193716","F","Unknown","18 - 20","Walter Johnson High School","FT","Bethesda","MD","20814","Y","R","Engineering Science",31,31,3.56,"N","Y","2020","N","Y"
"3546","20193717","F","Multi-Race","30 +","Out of State High School","FT","Gaithersburg","MD","20878","Y","R","General Studies",12,8,4,"Y","N","2020","N","Y"
"3547","20193718","M","White","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20852","N","R","Engineering Science",16,16,3.56,"Y","Y","2020","N","Y"
"3548","20193719","M","Black / African Am.","18 - 20","Rockville High School","FT","Rockville","MD","20853","Y","R","Business",12,0,0,"N","N","2020","N","Y"
"3549","20193720","M","Hispanic","18 - 20","G. E. D.","PT","Germantown","MD","20876","Y","G","Cybersecurity",9,9,2.67,"Y","N","2020","N","Y"
"3550","20193721","M","Hispanic","18 - 20","Wheaton High School","PT","Silver Spring","MD","20906","N","T","Architectural Technology",7,3,2,"Y","N","2020","N","Y"
"3551","20193722","M","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","R","Engineering Science",17,13,2,"Y","N","2020","N","Y"
"3552","20193723","M","Hispanic","18 - 20","Laurel High School","FT","Laurel","MD","20707","N","R","Building Trade",15,15,3.4,"Y","N","2020","N","Y"
"3553","20193724","M","Multi-Race","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","General Studies",28,25,2,"N","Y","2020","N","Y"
"3554","20193725","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20902","N","T","General Studies",6,0,0,"N","N","2020","N","Y"
"3555","20193726","M","White","18 - 20","Clarksburg High School","PT","Clarksburg","MD","20871","N","R","General Studies",6,6,3.5,"Y","N","2020","N","Y"
"3556","20193727","F","Hispanic","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20901","N",NA,"Science",6,6,4,"N","N","2020","N","Y"
"3557","20193728","M","Hispanic","18 - 20","Seneca Valley High School","PT","Germantown","MD","20876","N","G","General Studies",11,1,0.17,"N","N","2020","N","Y"
"3558","20193729","F","Hispanic","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","Y","G","General Studies",20,20,3.29,"Y","Y","2020","N","Y"
"3559","20193730","F","White","18 - 20","Richard Montgomery High School","FT","Potomac","MD","20854","N","T","Art",13,13,1.46,"Y","N","2020","N","Y"
"3560","20193731","M","Black / African Am.","18 - 20","Walt Whitman High School","FT","Bethesda","MD","20814","N","R","Computer Science",10,6,1.5,"N","N","2020","N","Y"
"3561","20193732","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","R","General Studies",6,1,2,"N","N","2020","N","Y"
"3562","20193733","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Kensington","MD","20895","N","T","General Studies",3,3,3,"N","N","2020","N","Y"
"3563","20193734","M","Hispanic","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20903","N","T","Computer Gaming and Simulation",12,12,3.5,"Y","Y","2020","N","Y"
"3564","20193735","M","Black / African Am.","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","N","R","Business",12,7,2.14,"N","N","2020","N","Y"
"3565","20193736","F","Black / African Am.","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Hyattsville","MD","20783","Y","T","General Studies",10,10,1.7,"N","Y","2020","N","Y"
"3566","20193737","M","Foreign","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","N","T","Engineering Science",37,37,4,"Y","N","2020","N","Y"
"3567","20193738","F","White","18 - 20","Out of State High School","FT","Silver Spring","MD","20905","N","R","General Studies",12,12,4,"Y","N","2020","N","Y"
"3568","20193739","F","Asian","21 - 24","Quince Orchard Sr High School","PT","Gaithersburg","MD","20879","Y","G","Business",10,0,0,"N","N","2020","N","Y"
"3569","20193740","F","Asian","18 - 20","Bethesda Chevy Chase High Schl","FT","Silver Spring","MD","20904","Y","R","Business",12,6,2,"N","N","2020","N","Y"
"3570","20193741","M","Foreign","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20851","N","R","General Studies",20,20,2.69,"Y","Y","2020","N","Y"
"3571","20193742","M","Asian","18 - 20","Damascus High School","FT","Damascus","MD","20872","N","G","Computer Science",16,16,3.81,"Y","Y","2020","N","Y"
"3572","20193743","M","Black / African Am.","< 18","DISTRICT OF COLUMBIA HS","PT","Takoma Park","MD","20912","N","T","Engineering Science",11,0,0,"N","N","2020","N","Y"
"3573","20193744","F","Foreign","18 - 20","High Point Sr High School","PT","Hyattsville","MD","20783","N","R","Health Sciences",10,0,0,"N","N","2020","N","Y"
"3574","20193745","M","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Hagerstown","MD","21742","N","R","Architectural Technology",13,6,1.38,"Y","N","2020","N","Y"
"3575","20193746","F","Foreign","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","N","R","Art",19,19,3.67,"N","N","2020","N","Y"
"3576","20193747","M","Black / African Am.","18 - 20","Walt Whitman High School","PT","North Bethesda","MD","20852","Y","R","Cybersecurity",6,0,0,"N","N","2020","N","Y"
"3577","20193748","F","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",9,9,2.67,"N","N","2020","N","Y"
"3578","20193749","M","Hispanic","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","N","R","General Studies",9,9,4,"N","N","2020","N","Y"
"3579","20193750","M","White","18 - 20","Damascus High School","FT","Damascus","MD","20872","N","G","Computer Gaming and Simulation",15,15,2.93,"Y","Y","2020","N","Y"
"3580","20193751","M","Black / African Am.","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Washington","DC","20020","Y","R","Network and Wireless Technologies",6,0,0,"N","N","2020","N","Y"
"3581","20193752","F","Black / African Am.","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20901","N","T","Health Sciences",20,20,2.71,"Y","N","2020","N","Y"
"3582","20193753","M","White","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","N","T","General Studies",11,11,2.36,"Y","Y","2020","N","Y"
"3583","20193754","M","Hispanic","18 - 20","Walkersville High School","FT","Washington","DC","20009","Y","R","Art",16,16,3.56,"Y","N","2020","N","Y"
"3584","20193755","F","Multi-Race","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","Y","R","Art",31,31,4,"Y","N","2020","N","Y"
"3585","20193756","F","White","21 - 24","Watkins Mill High School","PT","Montgomery Village","MD","20886","Y","G","Education",9,6,3.5,"Y","N","2020","N","Y"
"3586","20193757","F","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20904","N","T","Undeclared",6,0,0,"N","N","2020","N","Y"
"3587","20193758","M","Asian","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","R","Business",16,16,3.81,"Y","Y","2020","N","Y"
"3588","20193759","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20850","N","R","ELAP",12,6,3,"N","N","2020","N","Y"
"3589","20193760","M","White","< 18","Smith Jewish Day School","FT","Potomac","MD","20854","N","R","Science",15,14,2.86,"Y","Y","2020","N","Y"
"3590","20193761","M","Multi-Race","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20906","Y","T","Business",12,7,2.43,"N","N","2020","N","Y"
"3591","20193763","F","Hispanic","18 - 20","Northwood High School","FT","Silver Spring","MD","20902","N","R","General Studies",8,3,1,"N","N","2020","N","Y"
"3592","20193764","M","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Derwood","MD","20855","N","R","ELAP",15,0,0,"N","N","2020","N","Y"
"3593","20193766","M","Asian","18 - 20","Winston Churchill High School","PT","Bethesda","MD","20817","N","R","General Studies",3,3,2,"N","Y","2020","N","Y"
"3594","20193767","M","White","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20905","N","R","Science",10,0,0,"N","N","2020","N","Y"
"3595","20193768","M","White","18 - 20","Katherine Thomas High School","PT","Silver Spring","MD","20906","N","R","Undeclared",6,0,0,"N","N","2020","N","Y"
"3596","20193769","M","Hispanic","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","Graphic Design",12,6,1,"N","N","2020","N","Y"
"3597","20193770","F","Asian","18 - 20","Clarksburg High School","FT","Clarksburg","MD","20871","N","G","General Studies",45,45,3.63,"Y","Y","2020","N","Y"
"3598","20193771","F","Hispanic","< 18","Montgomery Blair High School","FT","Silver Spring","MD","20902","N","T","General Studies",14,0,0,"N","N","2020","N","Y"
"3599","20193772","M","Hispanic","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","R","Criminal Justice",12,4,0.86,"N","N","2020","N","Y"
"3600","20193773","F","White","18 - 20","Northwood High School","PT","Silver Spring","MD","20902","N","R","International Studies",9,9,3.67,"Y","N","2020","N","Y"
"3601","20193774","F","Foreign","18 - 20","Parksdale High School","PT","Rockville","MD","20851","N","R","Business",16,6,0,"N","N","2020","N","Y"
"3602","20193775","F","White","30 +","FOREIGN / INTERNATIONAL HS","PT","Rockville","MD","20852","N","R","General Studies",6,0,0,"N","N","2020","N","Y"
"3603","20193776","F","Black / African Am.","< 18","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20904","Y","T","Science",13,7,4,"N","N","2020","N","Y"
"3604","20193777","M","Hispanic","18 - 20","Northwestern HS - Hyattsville","PT","Hyattsville","MD","20782","Y","T","Health Sciences",6,0,0,"N","N","2020","N","Y"
"3605","20193778","M","Black / African Am.","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","General Studies",12,11,2.36,"Y","N","2020","N","Y"
"3606","20193779","M","Foreign","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20903","N","T","Health Sciences",19,19,3.23,"Y","Y","2020","N","Y"
"3607","20193780","M","Hispanic","18 - 20","Thomas Sprigg Wootton High Sch","PT","Rockville","MD","20850","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"3608","20193781","M","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","Y","R","Education",10,0,0,"N","N","2020","N","Y"
"3609","20193782","F","Hispanic","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20901","Y","T","General Studies",12,6,3.5,"N","N","2020","N","Y"
"3610","20193783","F","Asian","18 - 20","Colonel Zadok Magruder HS","PT","Derwood","MD","20855","N","R","General Studies",6,3,4,"Y","N","2020","N","Y"
"3611","20193784","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","FT","Germantown","MD","20876","N",NA,"General Studies",15,0,0,"N","N","2020","N","Y"
"3612","20193785","F","White","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20905","N","R","Graphic Design",3,3,1,"N","N","2020","N","Y"
"3613","20193786","M","Hispanic","18 - 20","Winston Churchill High School","FT","Gaithersburg","MD","20877","Y","R","Business",16,12,2.5,"Y","N","2020","N","Y"
"3614","20193787","F","Hispanic","18 - 20","High Point Sr High School","PT","Adelphi","MD","20783","N","R","Business",11,0,0,"N","N","2020","N","Y"
"3615","20193788","M","White","18 - 20","Sandy Spring Friends School","FT","Kensington","MD","20895","N","R","Engineering Science",10,10,2.7,"N","Y","2020","N","Y"
"3616","20193789","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","N",NA,"Engineering Science",13,10,4,"N","Y","2020","N","Y"
"3617","20193790","0","Hispanic","25 - 29","Out of State High School","PT","Laurel","MD","20708","N","R","Building Trade",3,0,0,"N","N","2020","N","Y"
"3618","20193791","M","Hispanic","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","N","R","General Studies",12,12,2.75,"Y","Y","2020","N","Y"
"3619","20193792","F","Asian","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20878","Y","R","Science",9,6,3.5,"Y","N","2020","N","Y"
"3620","20193793","M","Asian","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20903","N","R","Cybersecurity",9,9,2,"Y","Y","2020","N","Y"
"3621","20193794","F","Asian","18 - 20","Clarksburg High School","PT","Clarksburg","MD","20871","N","R","General Studies",8,6,1,"N","N","2020","N","Y"
"3622","20193795","F","Black / African Am.","21 - 24","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20906","Y","T","General Studies",10,1,4,"N","N","2020","N","Y"
"3623","20193796","M","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",10,4,0.5,"N","N","2020","N","Y"
"3624","20193797","M","White","18 - 20","Damascus High School","FT","Derwood","MD","20855","N","R","Computer Science",39,39,3.23,"N","Y","2020","N","Y"
"3625","20193799","F","Foreign","18 - 20","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20011","N","T","Engineering Science",4,3,4,"Y","N","2020","N","Y"
"3626","20193800","F","Black / African Am.","21 - 24","** HOME SCHOOLED **","PT","Silver Spring","MD","20901","Y","T","Health Sciences",10,0,0,"N","N","2020","N","Y"
"3627","20193801","M","Foreign","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20906","N","R","General Studies",12,12,4,"Y","Y","2020","N","Y"
"3628","20193802","F","Hispanic","18 - 20","Clarksburg High School","PT","Gaithersburg","MD","20879","N","G","General Studies",9,7,4,"Y","Y","2020","N","Y"
"3629","20193803","M","White","18 - 20","Lady Of Good Counsel - Olney","FT","Germantown","MD","20876","N","G","Science",13,9,3.33,"Y","Y","2020","N","Y"
"3630","20193804","F","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20902","Y","T","Health Sciences",9,3,3,"N","N","2020","N","Y"
"3631","20193805","F","Black / African Am.","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","T","General Studies",13,0,0,"N","N","2020","N","Y"
"3632","20193806","M","Hispanic","18 - 20","Watkins Mill High School","FT","Montgomery Villiage","MD","20886","Y","G","Science",12,6,3.5,"N","N","2020","N","Y"
"3633","20193807","M","White","18 - 20","Walt Whitman High School","PT","Cabin John","MD","20818","N","R","Undeclared",4,0,0,"N","N","2020","N","Y"
"3634","20193808","F","Black / African Am.","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Burtonsville","MD","20866","N","R","Health Sciences",12,2,3,"N","N","2020","N","Y"
"3635","20193809","F","Asian","18 - 20","Clarksburg High School","FT","Germantown","MD","20874","Y",NA,"Health Sciences",12,12,2.5,"Y","N","2020","N","Y"
"3636","20193810","F","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Takoma Park","MD","20912","Y","T","Health Sciences",12,6,2,"N","N","2020","N","Y"
"3637","20193811","F","Foreign","18 - 20","John F. Kennedy High School","FT","Rockville","MD","20853","N","T","General Studies",19,19,3.69,"Y","Y","2020","N","Y"
"3638","20193812","M","Multi-Race","18 - 20","Watkins Mill High School","FT","Germantown","MD","20876","N","R","General Studies",15,15,3.33,"Y","N","2020","N","Y"
"3639","20193813","M","White","18 - 20","Northwood High School","FT","Silver Spring","MD","20902","Y","T","Business",17,17,2.71,"Y","Y","2020","N","Y"
"3640","20193814","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","R","General Studies",11,0,0,"N","N","2020","N","Y"
"3641","20193815","M","Black / African Am.","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Takoma Park","MD","20912","Y","T","Engineering Science",19,19,3.47,"Y","Y","2020","N","Y"
"3642","20193816","F","Hispanic","18 - 20","James Hubert Blake High School","FT","Burtonsville","MD","20866","Y","R","Business",15,12,3.25,"Y","N","2020","N","Y"
"3643","20193817","M","Black / African Am.","21 - 24","Laurel High School","PT","Laurel","MD","20708","N","T","Music",6,0,0,"N","N","2020","N","Y"
"3644","20193818","F","Unknown","18 - 20","Richard Montgomery High School","FT","Silver Spring","MD","20906","Y","R","Health Enhancement, Exercise Science, and
Physical Education",14,10,2.6,"Y","N","2020","N","Y"
"3645","20193819","M","Asian","< 18","Springbrook Sr High School","FT","Silver Spring","MD","20904","Y","T","Theatre",9,9,2.33,"Y","N","2020","N","Y"
"3646","20193820","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20902","Y","R","Health Sciences",13,13,2.15,"Y","Y","2020","N","Y"
"3647","20193821","M","Multi-Race","18 - 20","Fusion Academy - Rockville","FT","Chevy Chase","MD","20815","N","R","General Studies",26,13,0,"N","N","2020","N","Y"
"3648","20193822","F","Multi-Race","18 - 20","DISTRICT OF COLUMBIA HS","FT","Bolling AFB","DC","20032","Y","T","General Studies",17,15,3.2,"Y","Y","2020","N","Y"
"3649","20193823","M","Asian","18 - 20","Clarksburg High School","FT","Clarksburg","MD","20871","Y","G","General Studies",13,3,3,"N","N","2020","N","Y"
"3650","20193825","M","White","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20910","N",NA,"Health Enhancement, Exercise Science, and
Physical Education",9,9,2.33,"N","N","2020","N","Y"
"3651","20193826","M","White","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","Y","R","Business",12,6,2,"N","N","2020","N","Y"
"3652","20193828","F","Black / African Am.","18 - 20","G. E. D.","FT","Gaithersburg","MD","20877","Y","R","Graphic Design",17,14,2.31,"Y","N","2020","N","Y"
"3653","20193829","M","White","18 - 20","Walter Johnson High School","FT","Bethesda","MD","20817","N","R","Art",14,10,3.6,"N","N","2020","N","Y"
