"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"1956","20192060","F","Black / African Am.","18 - 20","High Point Sr High School","PT","Hyattsville","MD","20782","N","T","Criminal Justice",6,0,0,"N","N","2020","N","Y"
"1957","20192062","M","Hispanic","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","Y","R","Engineering Science",14,14,2.71,"Y","Y","2020","N","Y"
"1958","20192063","M","White","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20902","N","R","General Studies",43,43,3.81,"Y","Y","2020","N","Y"
"1959","20192064","F","Hispanic","18 - 20","Watkins Mill High School","FT","Gaithersburg","MD","20877","Y","G","Health Sciences",19,9,0.5,"N","N","2020","N","Y"
"1960","20192065","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20906","Y","R","General Studies",12,12,2.75,"Y","Y","2020","N","Y"
"1961","20192066","M","Hispanic","18 - 20","Clarksburg High School","PT","Clarksburg","MD","20871","N","G","Engineering Science",6,3,3,"Y","N","2020","N","Y"
"1962","20192067","F","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","Y","T","Health Sciences",3,0,0,"N","N","2020","N","Y"
"1963","20192069","F","Hispanic","21 - 24","FOREIGN / INTERNATIONAL HS","PT","North Bethesda","MD","20852","N","T","General Studies",6,0,0,"N","N","2020","N","Y"
"1964","20192070","F","Hispanic","21 - 24","Paint Branch High School","PT","Silver Spring","MD","20904","N","R","General Studies",6,6,4,"N","N","2020","N","Y"
"1965","20192071","M","Hispanic","18 - 20","Colonel Zadok Magruder HS","PT","Olney","MD","20832","Y","R","General Studies",3,0,0,"N","N","2020","N","Y"
"1966","20192072","M","Black / African Am.","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20903","Y","T","General Studies",24,5,1.88,"N","N","2020","N","Y"
"1967","20192073","M","Asian","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20901","N","R","Computer Science",14,9,1.5,"N","N","2020","N","Y"
"1968","20192074","F","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20850","N","R","General Studies",21,21,4,"Y","Y","2020","N","Y"
"1969","20192075","F","Black / African Am.","< 18","Wheaton High School","PT","Silver Spring","MD","20906","Y","R","Criminal Justice",6,0,0,"N","N","2020","N","Y"
"1970","20192076","M","Hispanic","18 - 20","Northwood High School","PT","Silver Spring","MD","20902","Y","R","Architectural Technology",8,3,4,"N","N","2020","N","Y"
"1971","20192079","F","Hispanic","18 - 20","Brookewood School","FT","Germantown","MD","20874","N","G","General Studies",12,2,0.86,"N","N","2020","N","Y"
"1972","20192080","M","Hawaiian / Pac. Isl.","18 - 20","Albert Einstein HS & MC Art Cn","FT","Aspen Hill","MD","20906","Y","T","General Studies",15,0,0,"N","N","2020","N","Y"
"1973","20192081","M","Black / African Am.","< 18","Richard Montgomery High School","FT","Germantown","MD","20874","N","R","Computer Science",12,12,3.75,"Y","N","2020","N","Y"
"1974","20192082","F","Asian","18 - 20","Wheaton High School","FT","Gaithersburg","MD","20877","Y","R","General Studies",24,23,3.27,"N","Y","2020","N","Y"
"1975","20192083","M","White","18 - 20","Unknown","FT","Silver Spring","MD","20901","N","T","General Studies",14,5,4,"N","N","2020","N","Y"
"1976","20192084","M","Hispanic","18 - 20","The Heights School","PT","Silver Spring","MD","20906","N","R","Business",10,4,2,"N","N","2020","N","Y"
"1977","20192085","M","White","18 - 20","** HOME SCHOOLED **","FT","Gaithersburg","MD","20878","N","R","Criminal Justice",12,12,4,"Y","Y","2020","N","Y"
"1978","20192087","M","Hispanic","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","G","Health Sciences",13,7,0.54,"N","N","2020","N","Y"
"1979","20192088","M","Black / African Am.","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","T","General Studies",14,9,3.67,"N","N","2020","N","Y"
"1980","20192089","M","White","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","General Studies",9,9,3.33,"N","N","2020","N","Y"
"1981","20192090","F","Hispanic","18 - 20","Northwood High School","FT","Silver Spring","MD","20910","Y","R","General Studies",13,9,3.67,"Y","N","2020","N","Y"
"1982","20192091","F","White","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","General Studies",13,9,3,"Y","N","2020","N","Y"
"1983","20192092","N","Black / African Am.","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20901","Y","T","Science",13,9,2.67,"Y","N","2020","N","Y"
"1984","20192094","M","Asian","18 - 20","Sherwood High School","FT","Olney","MD","20832","N","R","Computer Science",33,27,3.43,"N","Y","2020","N","Y"
"1985","20192095","F","Hispanic","30 +","Out of State High School","PT","Chevy Chase","MD","20815","N","R","Undeclared",25,25,4,"N","N","2020","N","Y"
"1986","20192096","F","Hispanic","18 - 20","Northwest HS - Germantown","PT","Silver Spring","MD","20904","N","T","General Studies",10,0,0,"N","N","2020","N","Y"
"1987","20192097","M","Black / African Am.","18 - 20","Northwood High School","PT","Silver Spring","MD","20906","Y","R","General Studies",9,0,0,"N","N","2020","N","Y"
"1988","20192098","F","Hispanic","< 18","High Point Sr High School","FT","Silver Spring","MD","20910","N","T","Criminal Justice",12,12,3.25,"Y","N","2020","N","Y"
"1989","20192099","F","Hispanic","18 - 20","Clarksburg High School","PT","Germantown","MD","20876","Y","G","General Studies",10,10,3.1,"Y","Y","2020","N","Y"
"1990","20192100","F","White","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20851","Y","R","General Studies",12,3,0.5,"N","N","2020","N","Y"
"1991","20192101","F","Hispanic","18 - 20","Rockville High School","PT","Rockville","MD","20853","Y","R","Science",6,0,0,"N","N","2020","N","Y"
"1992","20192102","M","White","18 - 20","Bethesda Chevy Chase High Schl","FT","Bethesda","MD","20814","N","R","Engineering Science",11,11,3.27,"N","Y","2020","N","Y"
"1993","20192103","F","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20905","N","R","General Studies",12,1,1,"N","N","2020","N","Y"
"1994","20192104","M","Asian","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","Y","G","General Studies",17,11,3.73,"Y","N","2020","N","Y"
"1995","20192105","M","Black / African Am.","21 - 24","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20020","Y","T","Building Trade",7,3,0.43,"N","N","2020","N","Y"
"1996","20192106","M","Hispanic","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Derwood","MD","20855","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"1997","20192107","F","Black / African Am.","21 - 24","Gaithersburg High School","PT","Rockville","MD","20850","Y","R","Theatre",9,0,0,"N","N","2020","N","Y"
"1998","20192108","F","Asian","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","R","Science",22,17,2.59,"Y","N","2020","N","Y"
"1999","20192109","M","Black / African Am.","25 - 29","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20032","Y","T","General Studies",6,0,0,"N","N","2020","N","Y"
"2000","20192110","F","Hispanic","18 - 20","Tall Oaks High School","FT","Hyattsville","MD","20783","Y","T","Business",13,9,3.33,"Y","N","2020","N","Y"
"2001","20192111","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","Washington","DC","20010","N","R","Undeclared",3,3,4,"Y","N","2020","N","Y"
"2002","20192112","F","Foreign","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20903","Y","T","General Studies",4,4,4,"Y","N","2020","N","Y"
"2003","20192113","M","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20910","Y","T","Cybersecurity",10,0,0,"N","N","2020","N","Y"
"2004","20192114","F","Hispanic","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","Y","G","General Studies",12,0,0,"N","N","2020","N","Y"
"2005","20192115","F","Asian","18 - 20","Wheaton High School","PT","Rockville","MD","20852","N","R","General Studies",33,33,4,"Y","Y","2020","N","Y"
"2006","20192116","F","Hispanic","< 18","James Hubert Blake High School","FT","Burtonsville","MD","20866","Y","T","General Studies",13,3,4,"N","N","2020","N","Y"
"2007","20192117","F","Hispanic","21 - 24","Northwood High School","PT","Silver Spring","MD","20906","Y","T","Education",10,0,0,"N","N","2020","N","Y"
"2008","20192118","M","Black / African Am.","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Gaithersburg","MD","20877","N","R","General Studies",3,3,4,"Y","N","2020","N","Y"
"2009","20192119","M","Multi-Race","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","Computer Gaming and Simulation",12,1,0.3,"N","N","2020","N","Y"
"2010","20192120","M","Hispanic","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20901","N","T","General Studies",12,12,3.75,"Y","N","2020","N","Y"
"2011","20192121","F","Black / African Am.","18 - 20","Clarksburg High School","FT","Boyds","MD","20841","N","G","General Studies",12,12,3,"Y","N","2020","N","Y"
"2012","20192122","F","White","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","N","R","General Studies",13,13,3.54,"Y","Y","2020","N","Y"
"2013","20192123","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","Silver Spring","MD","20910","N","T","Computer Science",9,9,3,"N","N","2020","N","Y"
"2014","20192124","M","Asian","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Gaithersburg","MD","20877","N","R","Computer Science",25,0,0,"N","N","2020","N","Y"
"2015","20192125","M","Black / African Am.","< 18","FOREIGN / INTERNATIONAL HS","FT","Takoma Park","MD","20912","Y","T","Engineering Science",12,3,0.5,"N","N","2020","N","Y"
"2016","20192126","M","Hispanic","18 - 20","Seneca Valley High School","PT","Germantown","MD","20874","N","G","Education",5,0,0,"N","N","2020","N","Y"
"2017","20192127","M","Hispanic","18 - 20","Springbrook Sr High School","FT","Silver Spring","MD","20903","N","R","Criminal Justice",9,6,1.33,"N","N","2020","N","Y"
"2018","20192128","F","Hispanic","18 - 20","Northwood High School","PT","Silver Spring","MD","20902","N","T","Health Sciences",3,3,3,"N","N","2020","N","Y"
"2019","20192129","F","Black / African Am.","21 - 24","Watkins Mill High School","PT","Germantown","MD","20874","Y","G","Business",6,0,0,"N","N","2020","N","Y"
"2020","20192130","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Olney","MD","20832","Y","R","General Studies",5,0,0,"N","N","2020","N","Y"
"2021","20192131","F","Foreign","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","General Studies",12,4,3,"N","N","2020","N","Y"
"2022","20192132","F","White","25 - 29","Out of State High School","PT","Rockville","MD","20850","N","T","Health Sciences",5,0,0,"N","N","2020","N","Y"
"2023","20192133","M","Asian","18 - 20","Thomas Sprigg Wootton High Sch","FT","Gaithersburg","MD","20878","N","R","Business",22,15,2.75,"Y","N","2020","N","Y"
"2024","20192134","M","Asian","18 - 20","Winston Churchill High School","FT","Silver Spring","MD","20906","N","R","Graphic Design",16,8,3.25,"N","N","2020","N","Y"
"2025","20192135","M","Hispanic","21 - 24","Colonel Zadok Magruder HS","PT","Germantown","MD","20874","Y","G","Construction Management",9,6,1.33,"N","N","2020","N","Y"
"2026","20192136","M","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Germantown","MD","20874","Y","G","Computer Science",19,15,1.81,"Y","N","2020","N","Y"
"2027","20192137","F","Hispanic","18 - 20","Northwestern HS - Hyattsville","PT","Hyattsville","MD","20783","Y","T","Health Sciences",9,4,4,"N","N","2020","N","Y"
"2028","20192138","M","Asian","18 - 20","Quince Orchard Sr High School","FT","North Potomac","MD","20878","N","R","Cybersecurity",12,12,4,"Y","Y","2020","N","Y"
"2029","20192139","F","White","18 - 20","Out of State High School","PT","Bethesda","MD","20817","N","R","Computer Gaming and Simulation",4,4,2,"N","N","2020","N","Y"
"2030","20192140","F","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20906","Y","R","Education",6,0,0,"N","N","2020","N","Y"
"2031","20192141","M","Black / African Am.","< 18","Springbrook Sr High School","FT","Silver Spring","MD","20904","N","R","Engineering Science",16,0,0,"N","N","2020","N","Y"
"2032","20192142","M","Black / African Am.","18 - 20","Northwood High School","PT","Montgomery Village","MD","20886","N","R","Science",9,3,0.33,"N","N","2020","N","Y"
"2033","20192143","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","FT","Bethesda","MD","20814","N","R","Computer Science",17,4,0.31,"N","N","2020","N","Y"
"2034","20192144","M","White","18 - 20","Walter Johnson High School","FT","Kensington","MD","20895","N","T","General Studies",12,9,1.75,"N","N","2020","N","Y"
"2035","20192145","N","Hispanic","18 - 20","Northwood High School","FT","Silver Spring","MD","20906","Y","T","Computer Applications",13,9,3.67,"Y","N","2020","N","Y"
"2036","20192146","M","Foreign","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","N",NA,"General Studies",20,20,3.71,"Y","Y","2020","N","Y"
"2037","20192147","F","Hispanic","25 - 29","Out of State High School","PT","Adelphi","MD","20783","Y","T","Education",9,3,2,"N","N","2020","N","Y"
"2038","20192148","M","Multi-Race","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","R","Business",12,12,3.75,"Y","Y","2020","N","Y"
"2039","20192149","F","Black / African Am.","18 - 20","Seneca Valley High School","PT","Germantown","MD","20874","Y","G","Health Sciences",6,0,0,"N","N","2020","N","Y"
"2040","20192150","F","Hispanic","21 - 24","FOREIGN / INTERNATIONAL HS","FT","Gaithersburg","MD","20877","N","R","Engineering Science",10,3,4,"Y","N","2020","N","Y"
"2041","20192151","M","Asian","18 - 20","Northwest HS - Germantown","FT","Boyds","MD","20841","N","R","Business",16,16,2.75,"Y","Y","2020","N","Y"
"2042","20192152","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Bethesda","MD","20814","N","R","Undeclared",3,3,4,"N","N","2020","N","Y"
"2043","20192153","M","Black / African Am.","21 - 24","Watkins Mill High School","PT","Clarksburg","MD","20871","Y","G","Building Trade",6,0,0,"N","N","2020","N","Y"
"2044","20192154","M","Multi-Race","18 - 20","Sandy Spring Friends School","PT","Germantown","MD","20876","N","G","Engineering Science",10,10,2.6,"Y","Y","2020","N","Y"
"2045","20192155","M","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","Architectural Technology",11,0,0,"Y","N","2020","N","Y"
"2046","20192156","M","White","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20906","Y","R","Computer Gaming and Simulation",13,13,4,"N","N","2020","N","Y"
"2047","20192157","F","Hispanic","18 - 20","Richard Montgomery High School","PT","Gaithersburg","MD","20877","Y","R","General Studies",9,3,3,"Y","N","2020","N","Y"
"2048","20192158","F","Multi-Race","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20852","N","R","Health Sciences",12,7,2.29,"N","N","2020","N","Y"
"2049","20192159","M","Black / African Am.","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","T","Engineering Science",25,22,1.89,"N","Y","2020","N","Y"
"2050","20192160","F","Asian","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20876","Y","G","Network and Wireless Technologies",10,0,0,"N","N","2020","N","Y"
"2051","20192161","M","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20879","N","R","Business",10,4,4,"N","N","2020","N","Y"
"2052","20192162","F","Multi-Race","18 - 20","Winston Churchill High School","FT","Kensington","MD","20895","Y","R","Music",18,15,3.8,"N","N","2020","N","Y"
"2053","20192163","M","Black / African Am.","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Gaithersburg","MD","20882","N","R","Art",10,0,0,"N","N","2020","N","Y"
"2054","20192164","M","Hispanic","18 - 20","Walt Whitman High School","PT","Bethesda","MD","20817","N","R","Music",5,5,4,"N","N","2020","N","Y"
"2055","20192165","F","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","Y","R","General Studies",9,3,1.5,"N","N","2020","N","Y"
"2056","20192166","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Potomac","MD","20854","N","R","General Studies",2,2,4,"N","N","2020","N","Y"
"2057","20192167","M","Multi-Race","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","N",NA,"Business",16,12,3.75,"Y","N","2020","N","Y"
"2058","20192168","F","White","30 +","FOREIGN / INTERNATIONAL HS","PT","Clarksburg","MD","20871","N","N","Health Sciences",15,0,0,"N","N","2020","N","Y"
"2059","20192169","F","White","18 - 20","Walter Johnson High School","PT","Kensington","MD","20895","N","R","Business",6,6,2.5,"N","N","2020","N","Y"
"2060","20192170","M","Multi-Race","18 - 20","Seneca Valley High School","PT","Germantown","MD","20874","N","G","General Studies",3,3,4,"N","N","2020","N","Y"
"2061","20192171","M","White","18 - 20","Watkins Mill High School","PT","Montgomery Village","MD","20886","Y","R","0",6,6,4,"N","N","2020","N","Y"
"2062","20192172","M","White","21 - 24","Meade High School","PT","Bethesda","MD","20814","N","R","Engineering Science",10,10,3.2,"Y","Y","2020","N","Y"
"2063","20192173","M","Black / African Am.","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","T","General Studies",10,6,1.2,"Y","N","2020","N","Y"
"2064","20192174","F","Asian","18 - 20","Watkins Mill High School","FT","Damascus","MD","20872","Y","G","General Studies",14,9,3.67,"Y","Y","2020","N","Y"
"2065","20192175","F","Hispanic","< 18","Northwest HS - Germantown","PT","Germantown","MD","20874","Y","R","General Studies",9,0,0,"N","N","2020","N","Y"
"2066","20192176","F","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Washington","DC","20016","N","R","International Studies",14,14,3.57,"Y","N","2020","N","Y"
"2067","20192178","F","Hispanic","18 - 20","Seneca Valley High School","FT","Germantown","MD","20876","Y","T","General Studies",37,37,4,"Y","Y","2020","N","Y"
"2068","20192179","F","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Gaithersburg","MD","20879","N","G","Health Sciences",13,3,0,"N","N","2020","N","Y"
"2069","20192180","F","Asian","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Bowie","MD","20715","N","T","Science",14,10,3.4,"Y","Y","2020","N","Y"
"2070","20192181","F","Hispanic","18 - 20","DISTRICT OF COLUMBIA HS","FT","Brentwood","MD","20722","N","T","General Studies",13,7,3,"Y","N","2020","N","Y"
"2071","20192182","M","Asian","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20901","N","T","Computer Applications",12,6,3,"Y","N","2020","N","Y"
"2072","20192183","F","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","PT","Takoma Park","MD","20912","N","T","General Studies",9,3,4,"Y","N","2020","N","Y"
"2073","20192184","F","White","< 18","Poolesville Jr-Sr High School","FT","Clarksburg","MD","20871","Y","G","General Studies",12,6,2.5,"N","N","2020","N","Y"
"2074","20192185","M","Multi-Race","21 - 24","South Carroll High School","PT",NA,NA,NA,"Y","G","Computer Gaming and Simulation",3,3,4,"Y","N","2020","N","Y"
"2075","20192186","F","Hispanic","< 18","Gaithersburg High School","FT","Gaithersburg","MD","20877","N","R","Criminal Justice",12,3,1.5,"N","N","2020","N","Y"
"2076","20192187","M","Black / African Am.","18 - 20","Out of State High School","FT","Gaithersburg","MD","20877","Y","G","Computer Applications",15,9,3,"Y","N","2020","N","Y"
"2077","20192188","F","Hispanic","18 - 20","Bethesda Chevy Chase High Schl","FT","Kensington","MD","20895","N","T","General Studies",19,15,3.67,"Y","N","2020","N","Y"
"2078","20192189","M","Foreign","18 - 20","FOREIGN / INTERNATIONAL HS","PT","Olney","MD","20832","N","R","Building Trade",10,0,0,"N","N","2020","N","Y"
"2079","20192190","F","White","30 +","Seneca Valley High School","PT","Point of Rocks","MD","21777","N","G","Art",3,3,3,"Y","N","2020","N","Y"
"2080","20192191","M","Asian","18 - 20","Thomas Sprigg Wootton High Sch","FT","Potomac","MD","20854","N","R","Engineering Science",13,13,3.54,"N","Y","2020","N","Y"
"2081","20192192","M","Black / African Am.","< 18","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","Engineering Science",13,6,0.75,"N","N","2020","N","Y"
"2082","20192193","F","Foreign","25 - 29","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20904","N","T","Business",12,2,4,"N","N","2020","N","Y"
"2083","20192194","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","North Potomac","MD","20878","N","R","General Studies",6,6,3.5,"N","N","2020","N","Y"
"2084","20192195","M","White","< 18","Walter Johnson High School","FT","Bethesda","MD","20817","Y","R","Cybersecurity",16,9,2.5,"Y","N","2020","N","Y"
"2085","20192196","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20882","Y","G","Science",14,10,3.3,"Y","N","2020","N","Y"
"2086","20192197","M","Foreign","21 - 24","** HOME SCHOOLED **","FT","Silver Spring","MD","20904","N","R","General Studies",15,0,0,"N","N","2020","N","Y"
"2087","20192198","F","Hispanic","18 - 20","Eleanor Roosevelt High School","FT","Lanham","MD","20706","Y","R","Business",13,1,0.57,"N","N","2020","N","Y"
"2088","20192199","F","White","18 - 20","Thomas Sprigg Wootton High Sch","FT","North Potomac","MD","20878","N","G","General Studies",15,9,3.67,"Y","N","2020","N","Y"
"2089","20192200","M","Hispanic","18 - 20","Quince Orchard Sr High School","FT","North Potomac","MD","20878","N","G","General Studies",14,6,1,"N","N","2020","N","Y"
"2090","20192201","F","Foreign","21 - 24","FOREIGN / INTERNATIONAL HS","PT","Bethesda","MD","20817","N","R","Communication",27,27,4,"Y","N","2020","N","Y"
"2091","20192202","F","White","18 - 20","Fusion Academy - Rockville","PT","Potomac","MD","20854","N","R","Communication",6,3,0.5,"N","N","2020","N","Y"
"2092","20192203","M","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Gaithersburg","MD","20879","N","G","General Studies",9,3,4,"N","N","2020","N","Y"
"2093","20192204","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","N","T","Business",9,0,0,"N","N","2020","N","Y"
"2094","20192205","F","Hispanic","< 18","Seneca Valley High School","FT","Germantown","MD","20874","Y","G","General Studies",11,6,1,"Y","N","2020","N","Y"
"2095","20192206","F","Hispanic","18 - 20","Seneca Valley High School","PT","Germantown","MD","20874","Y","R","General Studies",5,0,0,"N","N","2020","N","Y"
"2096","20192207","F","Foreign","18 - 20","Richard Montgomery High School","PT","Rockville","MD","20852","N","R","General Studies",5,0,0,"N","N","2020","N","Y"
"2097","20192208","F","Black / African Am.","18 - 20","Sherwood High School","FT","Olney","MD","20832","N","R","Computer Gaming and Simulation",14,14,2.27,"N","Y","2020","N","Y"
"2098","20192209","M","Hispanic","18 - 20","Rockville High School","FT","Rockville","MD","20850","Y","R","Business",14,12,3.5,"Y","Y","2020","N","Y"
"2099","20192210","M","Black / African Am.","30 +","FOREIGN / INTERNATIONAL HS","FT","Gaithersburg","MD","20877","Y","G","Health Sciences",15,0,0,"N","N","2020","N","Y"
"2100","20192212","F","Asian","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","N","G","Science",22,22,3.31,"Y","Y","2020","N","Y"
"2101","20192213","F","Hispanic","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","General Studies",7,1,3,"N","N","2020","N","Y"
"2102","20192214","F","Asian","18 - 20","Wheaton High School","FT","Rockville","MD","20853","Y","R","Architectural Technology",9,3,3,"N","N","2020","N","Y"
"2103","20192215","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","PT","Bethesda","MD","20817","N","R","General Studies",10,0,0,"N","N","2020","N","Y"
"2104","20192216","M","Black / African Am.","18 - 20","Northwest HS - Germantown","FT","Boyds","MD","20841","N","G","General Studies",11,0,0,"N","N","2020","N","Y"
"2105","20192217","M","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20910","Y","T","General Studies",9,3,3,"N","N","2020","N","Y"
"2106","20192218","N","Hispanic","18 - 20","Montgomery Blair High School","PT","Silver Spring","MD","20902","Y","R","General Studies",6,1,2,"N","N","2020","N","Y"
"2107","20192219","F","Black / African Am.","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20904","Y","T","Architectural Technology",3,0,0,"N","N","2020","N","Y"
"2108","20192220","F","White","18 - 20","Northwest HS - Germantown","FT","Gaithersburg","MD","20878","Y","G","General Studies",12,7,2.71,"N","N","2020","N","Y"
"2109","20192221","M","Black / African Am.","25 - 29","Thomas Stone High School","FT","Germantown","MD","20876","Y","R","Network and Wireless Technologies",17,0,0,"N","N","2020","N","Y"
"2110","20192222","F","Asian","18 - 20","Wheaton High School","PT","Rockville","MD","20853","Y","R","General Studies",10,0,0,"N","N","2020","N","Y"
"2111","20192223","M","Hispanic","21 - 24","Bladensburg High School","PT","Hyattsville","MD","20781","N","T","Computer Applications",9,6,0,"N","N","2020","N","Y"
"2112","20192224","M","Black / African Am.","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","Y","R","Business",16,16,3.75,"Y","Y","2020","N","Y"
"2113","20192225","M","Foreign","18 - 20","Georgetown Preparatory School","PT","Chevy Chase","MD","20815","N","R","Business",38,38,4,"N","Y","2020","N","Y"
"2114","20192226","F","Black / African Am.","30 +","Tall Oaks High School","PT","Montgomery Village","MD","20886","Y","G","Health Sciences",6,0,0,"N","N","2020","N","Y"
"2115","20192227","F","Hispanic","18 - 20","Montgomery Blair High School","FT","Takoma Park","MD","20912","Y","T","General Studies",15,13,3.31,"Y","Y","2020","N","Y"
"2116","20192228","M","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Gaithersburg","MD","20878","N","G","General Studies",9,0,0,"N","N","2020","N","Y"
"2117","20192229","M","Foreign","18 - 20","John F. Kennedy High School","PT","Rockville","MD","20853","N","T","Business",9,3,4,"N","N","2020","N","Y"
"2118","20192230","M","Asian","18 - 20","Poolesville Jr-Sr High School","FT","Boyds","MD","20841","N","G","Engineering Science",13,13,3.31,"Y","Y","2020","N","Y"
"2119","20192231","F","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20879","N","R","Education",12,6,2,"Y","N","2020","N","Y"
"2120","20192232","F","Hispanic","18 - 20","John F. Kennedy High School","PT","Rockville","MD","20853","N","R","General Studies",7,3,4,"Y","N","2020","N","Y"
"2121","20192233","M","Black / African Am.","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","R","Engineering Science",12,11,1.91,"Y","Y","2020","N","Y"
"2122","20192234","M","Foreign","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","N","R","Engineering Science",12,9,3.3,"Y","Y","2020","N","Y"
"2123","20192235","F","Hispanic","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","N","R","General Studies",15,15,2.5,"N","Y","2020","N","Y"
"2124","20192236","M","Asian","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","N","T","General Studies",13,3,0.23,"N","N","2020","N","Y"
"2125","20192237","M","Hispanic","18 - 20","John F. Kennedy High School","PT","Silver Spring","MD","20906","Y","R","Art",9,3,3,"N","N","2020","N","Y"
"2126","20192238","N","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","Y","T","Health Sciences",3,0,0,"N","N","2020","N","Y"
"2127","20192239","F","Black / African Am.","< 18","James Hubert Blake High School","FT","Silver Spring","MD","20904","N","T","General Studies",12,2,3,"N","N","2020","N","Y"
"2128","20192240","M","Hispanic","< 18","Seneca Valley High School","FT","Germantown","MD","20874","Y","G","Architectural Technology",10,6,4,"N","N","2020","N","Y"
